courses_id,student_id,course_id,enrolled_semester,course_grade
4304,8326,2006-1,82,WF
4305,8326,2006-1,197,WF
4306,8326,2006-1,292,B
4307,8326,2006-2,272,RE
4308,8326,2006-2,202,RE
4309,8339,2006-1,210,A-
4310,8339,2007-1,102,D+
4311,8339,2007-2,100,C+
4312,8339,2007-2,107,C+
4313,8339,2008-2,100,WP
4314,8339,2006-1,84,B
4315,8339,2006-1,162,B+
4316,8339,2006-1,292,B+
4317,8339,2006-2,83,B+
4318,8339,2006-3,175,B+
4319,8339,2007-2,104,A-
4320,8339,2008-1,163,WF
4321,8339,2008-1,88,C
4322,8339,2008-1,102,D
4323,8339,2006-2,272,W
4324,8339,2007-2,205,D
4325,8339,2007-3,205,B
4326,8339,2008-1,272,B
4327,8339,2006-1,82,B
4328,8339,2006-2,197,C+
4329,8339,2006-2,202,B
4330,8339,2006-3,279,C+
4331,8339,2007-1,88,C
4332,8339,2007-1,91,C+
4333,8339,2008-1,91,A
4334,8339,2008-1,218,C
4335,8339,2006-2,89,B+
4336,8339,2006-2,163,C+
4337,8339,2007-1,163,C+
4338,8339,2007-2,106,B
4339,8339,2007-2,108,A
4340,8339,2008-2,102,B+
4341,8339,2006-1,197,W
4342,8339,2006-3,180,B+
4343,8339,2006-3,243,A
4344,8339,2007-2,101,B+
4345,8375,2006-1,162,B
4346,8375,2006-2,163,C
4347,8375,2006-1,197,W
4348,8375,2006-1,82,C
4349,8375,2006-1,180,C+
4350,8375,2006-1,202,WF
4351,8375,2006-1,293,C
4352,8375,2007-1,91,C+
4353,8375,2007-1,279,D
4354,8375,2008-1,298,A-
4355,8375,2006-1,175,B
4356,8375,2006-2,197,WF
4357,8375,2006-3,243,B
4358,8375,2007-1,102,WF
4359,8375,2007-2,83,WP
4360,8375,2008-1,128,D+
4361,8375,2008-1,210,C+
4362,8375,2006-1,81,B
4363,8375,2006-2,83,F
4364,8375,2006-2,202,F
4365,8375,2007-2,163,C+
4366,8375,2007-2,202,F
4367,8397,2006-1,84,C+
4368,8397,2006-1,82,WF
4369,8397,2006-1,202,WF
4370,8397,2006-1,162,B
4371,8397,2006-1,175,F
4372,8397,2006-1,197,W
4373,8397,2006-1,292,W
4374,8404,2008-1,82,F
4375,8404,2008-1,279,F
4376,8404,2008-1,243,F
4377,8404,2008-2,243,D
4378,8404,2009-1,163,WF
4379,8404,2010-1,176,C+
4380,8404,2010-2,159,WF
4381,8404,2008-1,81,C
4382,8404,2008-2,163,WF
4383,8404,2010-1,73,WF
4384,8404,2008-1,175,B
4385,8404,2008-2,180,D
4386,8404,2009-1,197,WF
4387,8404,2009-1,82,F
4388,8404,2009-1,91,F
4389,8404,2010-2,278,D
4390,8420,2006-1,82,C+
4391,8420,2006-1,175,D
4392,8420,2006-1,162,B
4393,8420,2006-2,83,F
4394,8420,2006-2,89,F
4395,8420,2006-2,202,F
4396,8420,2006-1,202,F
4397,8420,2006-1,292,C
4398,8428,2008-1,82,C
4399,8428,2007-1,82,WP
4400,8428,2007-1,180,D
4401,8428,2007-2,82,F
4402,8428,2007-2,202,F
4403,8428,2007-1,243,F
4404,8428,2007-1,197,F
4405,8428,2007-2,279,F
4406,8428,2007-3,210,B
4407,8428,2007-1,202,F
4408,8428,2008-1,162,C+
4409,8428,2008-1,202,D
4410,8440,2006-1,82,B+
4411,8440,2006-2,83,F
4412,8440,2006-2,243,B+
4413,8440,2007-1,91,C+
4414,8440,2009-1,88,C
4415,8440,2009-2,101,B
4416,8440,2006-2,163,F
4417,8440,2007-1,180,B+
4418,8440,2007-1,279,C
4419,8440,2007-2,83,D
4420,8440,2008-2,83,B+
4421,8440,2009-2,106,B
4422,8440,2006-1,82,B+
4423,8440,2006-2,197,B
4424,8440,2007-2,163,C
4425,8440,2007-2,205,D
4426,8440,2008-2,272,B+
4427,8440,2009-2,108,B+
4428,8440,2007-1,102,F
4429,8440,2007-2,89,D+
4430,8440,2008-2,271,IN_PROGRESS
4431,8440,2009-2,205,C
4432,8440,2007-2,104,F
4433,8440,2007-2,107,C
4434,8440,2008-2,175,D
4435,8440,2009-1,4,WP
4436,8440,2009-1,102,C+
4437,8440,2009-2,100,B+
4438,8440,2006-2,89,WF
4439,8440,2006-2,202,B+
4440,8440,2007-1,163,C
4441,8440,2008-2,104,C+
4442,8440,2008-2,205,F
4443,8473,2006-1,82,WF
4444,8473,2006-2,243,F
4445,8473,2007-2,180,F
4446,8473,2007-2,243,F
4447,8473,2008-1,88,F
4448,8473,2006-1,84,C+
4449,8473,2006-1,197,WF
4450,8473,2006-2,202,F
4451,8473,2007-1,197,NG
4452,8473,2007-2,202,F
4453,8473,2008-1,162,F
4454,8473,2008-1,180,F
4455,8473,2006-1,175,F
4456,8473,2006-1,202,WF
4457,8473,2006-1,293,B
4458,8473,2006-2,197,F
4459,8473,2006-1,162,WP
4460,8473,2007-1,202,F
4461,8473,2007-1,243,F
4462,8492,2006-2,243,B
4463,8492,2007-1,81,B
4464,8492,2007-2,205,B
4465,8492,2008-1,88,B+
4466,8492,2008-1,91,B+
4467,8492,2006-2,202,C
4468,8492,2007-1,197,B
4469,8492,2007-2,83,B
4470,8492,2007-2,162,C+
4471,8492,2008-2,104,A-
4472,8492,2008-1,102,B
4473,8492,2008-1,272,C
4474,8492,2008-2,107,B+
4475,8492,2008-2,108,B+
4476,8492,2006-2,197,WF
4477,8492,2006-2,180,B
4478,8492,2006-2,292,C+
4479,8492,2006-2,175,D
4480,8492,2006-2,292,A-
4481,8492,2007-1,82,B+
4482,8492,2007-2,89,C+
4483,8492,2007-2,279,C
4484,8492,2008-1,163,C
4485,8492,2008-1,218,B+
4486,8492,2008-2,101,A-
4487,8492,2008-2,106,B
4488,8492,2007-1,202,A-
4489,8492,2007-2,175,B+
4490,8492,2008-2,100,C+
4491,8521,2006-1,202,WF
4492,8521,2007-1,91,C+
4493,8521,2008-2,102,F
4494,8521,2008-2,104,C+
4495,8521,2009-2,107,F
4496,8521,2006-1,175,F
4497,8521,2006-2,163,D+
4498,8521,2006-1,81,A-
4499,8521,2006-1,82,C+
4500,8521,2006-1,162,B
4501,8521,2006-2,83,F
4502,8521,2007-1,163,C+
4503,8521,2009-1,197,WF
4504,8521,2009-1,279,B
4505,8521,2009-2,104,F
4506,8521,2006-2,202,WF
4507,8521,2006-2,89,D+
4508,8521,2008-2,107,F
4509,8521,2009-1,180,D
4510,8521,2006-2,197,WF
4511,8521,2006-2,243,WF
4512,8521,2007-2,83,F
4513,8521,2007-2,89,C
4514,8521,2008-1,290,B
4515,8521,2009-1,88,F
4516,8521,2006-1,197,W
4517,8521,2007-1,210,F
4518,8521,2007-2,243,B
4519,8521,2008-1,197,WF
4520,8521,2008-1,102,F
4521,8521,2008-2,83,F
4522,8521,2008-2,101,F
4523,8521,2009-2,101,F
4524,8554,2006-1,82,B+
4525,8554,2006-2,180,W
4526,8554,2007-1,197,C+
4527,8554,2007-1,279,C+
4528,8554,2008-2,249,C+
4529,8554,2009-2,282,D+
4530,8554,2010-1,131,B+
4531,8554,2010-1,160,B+
4532,8554,2006-1,162,B+
4533,8554,2008-1,102,W
4534,8554,2008-1,243,A-
4535,8554,2008-1,288,B
4536,8554,2009-1,5,B
4537,8554,2006-2,83,C+
4538,8554,2007-1,102,F
4539,8554,2007-2,104,B+
4540,8554,2008-2,4,B
4541,8554,2006-1,175,B+
4542,8554,2006-1,81,A-
4543,8554,2006-2,89,C
4544,8554,2007-1,91,C+
4545,8554,2007-1,163,C+
4546,8554,2007-2,205,F
4547,8554,2009-1,280,D
4548,8554,2009-2,12,B+
4549,8554,2006-2,202,C
4550,8554,2007-1,180,C+
4551,8554,2008-2,266,B+
4552,8554,2009-1,251,B
4553,8554,2009-1,252,B+
4554,8554,2006-1,197,WF
4555,8554,2006-1,202,F
4556,8554,2006-2,163,D
4557,8554,2006-2,243,D+
4558,8554,2007-1,202,W
4559,8554,2007-2,101,WF
4560,8554,2008-2,247,C
4561,8554,2009-2,132,D+
4562,8554,2010-1,43,F
4563,8593,2013-1,224,F
4564,8593,2013-1,289,A
4565,8593,2013-2,131,NG
4566,8593,2013-1,284,D+
4567,8593,2013-1,74,WF
4568,8593,2013-2,130,NG
4569,8593,2013-1,73,F
4570,8593,2013-1,244,B
4571,8593,2013-2,176,F
4572,8602,2006-1,82,C+
4573,8602,2006-1,197,C
4574,8602,2006-1,202,C
4575,8602,2006-2,205,W
4576,8602,2007-1,266,B+
4577,8602,2006-1,162,B+
4578,8602,2007-1,252,B+
4579,8602,2006-1,175,B+
4580,8602,2006-1,84,B
4581,8602,2006-2,243,C+
4582,8602,2007-1,13,B+
4583,8602,2007-1,16,C+
4584,8602,2007-1,21,D+
4585,8602,2006-2,83,C+
4586,8602,2006-2,292,A-
4587,8602,2007-1,165,A-
4588,8602,2006-2,163,B+
4589,8602,2006-2,180,A
4590,8620,2007-1,197,C
4591,8620,2007-1,279,C
4592,8620,2006-1,175,WP
4593,8620,2006-2,243,W
4594,8620,2006-2,83,C+
4595,8620,2008-1,175,F
4596,8620,2006-1,82,B+
4597,8620,2006-2,205,F
4598,8620,2007-2,106,C+
4599,8620,2007-1,88,B
4600,8620,2007-2,205,F
4601,8620,2008-1,102,WF
4602,8620,2008-1,218,D
4603,8620,2006-1,163,C+
4604,8620,2006-1,91,B
4605,8620,2006-2,89,F
4606,8620,2006-2,197,F
4607,8620,2006-2,272,B+
4608,8620,2007-2,100,WP
4609,8620,2007-2,89,C
4610,8640,2007-2,81,D
4611,8640,2008-2,243,B+
4612,8640,2008-2,279,B
4613,8640,2009-2,205,W
4614,8640,2009-2,104,F
4615,8640,2011-1,95,C
4616,8640,2006-2,180,C
4617,8640,2007-1,175,RE
4618,8640,2008-2,163,C
4619,8640,2009-1,82,F
4620,8640,2010-1,73,C
4621,8640,2011-1,94,F
4622,8640,2006-2,243,WF
4623,8640,2006-2,201,F
4624,8640,2007-1,81,RE
4625,8640,2007-1,82,RE
4626,8640,2009-2,272,F
4627,8640,2010-1,208,F
4628,8640,2010-2,215,F
4629,8640,2006-2,81,WF
4630,8640,2008-1,175,F
4631,8640,2009-1,91,D+
4632,8640,2009-1,197,C
4633,8640,2010-1,95,F
4634,8640,2010-2,80,F
4635,8640,2011-1,208,WF
4636,8640,2006-2,175,F
4637,8640,2007-2,162,B
4638,8640,2008-2,205,WF
4639,8640,2009-2,271,D
4640,8640,2006-2,292,B+
4641,8640,2007-1,210,RE
4642,8640,2007-2,202,F
4643,8640,2008-1,81,C+
4644,8640,2008-1,210,F
4645,8675,2007-1,162,C+
4646,8675,2011-1,94,WP
4647,8675,2012-1,92,C+
4648,8675,2010-1,73,A-
4649,8675,2012-2,268,A
4650,8675,2007-1,82,WP
4651,8675,2008-2,89,C
4652,8675,2010-1,209,C
4653,8675,2010-2,79,B
4654,8675,2012-2,109,A-
4655,8675,2007-1,202,WF
4656,8675,2008-2,205,WF
4657,8675,2008-2,104,A-
4658,8675,2010-1,278,C
4659,8675,2010-2,215,B
4660,8675,2012-1,94,B
4661,8675,2012-1,159,C
4662,8675,2007-1,180,C+
4663,8675,2010-1,208,C+
4664,8675,2010-2,80,C+
4665,8675,2011-1,92,WP
4666,8675,2011-1,224,WF
4667,8675,2012-2,269,C
4668,8675,2012-2,284,C
4669,8675,2010-2,99,C
4670,8675,2011-1,93,B
4671,8675,2012-1,224,C
4672,8675,2012-2,96,C+
4673,8675,2012-2,97,C
4674,8704,2006-2,201,F
4675,8704,2007-1,175,F
4676,8704,2007-2,180,F
4677,8704,2008-2,279,F
4678,8704,2009-1,279,F
4679,8704,2006-2,81,F
4680,8704,2006-2,180,F
4681,8704,2006-2,279,F
4682,8704,2007-1,196,B
4683,8704,2007-1,81,D
4684,8704,2007-2,202,F
4685,8704,2007-2,279,F
4686,8704,2009-1,180,F
4687,8704,2008-2,175,F
4688,8704,2008-2,202,F
4689,8704,2009-1,162,F
4690,8704,2009-1,197,F
4691,8721,2006-2,180,B
4692,8721,2008-2,104,A-
4693,8721,2006-2,202,C
4694,8721,2007-2,162,C
4695,8721,2008-3,205,A-
4696,8721,2006-2,175,D+
4697,8721,2007-1,202,B+
4698,8721,2007-2,205,D
4699,8721,2008-1,102,B
4700,8721,2008-2,101,B+
4701,8721,2008-2,107,B
4702,8721,2009-1,271,A-
4703,8721,2009-1,218,A-
4704,8721,2006-2,197,WF
4705,8721,2006-2,243,C+
4706,8721,2007-1,81,B+
4707,8721,2007-1,82,C+
4708,8721,2007-2,175,B+
4709,8721,2007-2,83,C+
4710,8721,2007-2,279,C
4711,8721,2008-1,88,B+
4712,8721,2008-1,91,B+
4713,8721,2008-2,100,C+
4714,8721,2008-2,106,B+
4715,8721,2007-2,89,B
4716,8721,2009-1,272,A
4717,8721,2007-2,294,B+
4718,8721,2008-1,163,C+
4719,8721,2008-1,197,C+
4720,8721,2008-2,108,A-
4721,8751,2006-2,175,D+
4722,8751,2006-2,180,C+
4723,8751,2007-2,175,B+
4724,8751,2008-1,82,C+
4725,8751,2008-1,91,B
4726,8751,2008-2,272,F
4727,8751,2009-1,243,RE
4728,8751,2006-2,202,D+
4729,8751,2007-1,202,RE
4730,8751,2008-2,205,WP
4731,8751,2008-3,205,C
4732,8751,2009-1,102,RE
4733,8751,2009-1,104,RE
4734,8751,2006-2,197,WF
4735,8751,2007-1,175,RE
4736,8751,2007-1,197,RE
4737,8751,2008-2,162,WP
4738,8751,2008-2,83,C
4739,8751,2008-2,89,B
4740,8751,2009-1,88,RE
4741,8751,2006-2,81,C
4742,8751,2007-2,202,B+
4743,8751,2008-1,162,WF
4744,8751,2008-1,197,B+
4745,8751,2008-2,279,D+
4746,8751,2009-1,218,RE
4747,8751,2008-1,298,A-
4748,8751,2008-2,271,IN_PROGRESS
4749,8751,2009-1,162,RE
4750,8780,2006-2,201,F
4751,8780,2007-1,162,C
4752,8780,2007-2,210,F
4753,8780,2007-2,163,F
4754,8780,2006-2,180,C+
4755,8780,2007-1,196,P
4756,8780,2008-1,279,F
4757,8780,2006-2,175,F
4758,8780,2006-2,272,F
4759,8789,2006-2,202,F
4760,8789,2006-2,197,F
4761,8789,2006-2,81,F
4762,8792,2006-2,81,C+
4763,8792,2006-2,180,B
4764,8792,2021-3,274,P
4765,8792,2021-3,275,F
4766,8792,2006-2,175,B
4767,8792,2022-1,203,C
4768,8792,2007-1,197,WF
4769,8792,0000-1,200,TR
4770,8792,2022-1,73,WP
4771,8792,2022-1,74,B
4772,8792,2022-1,158,D
4773,8792,2006-2,197,WF
4774,8804,2007-1,82,B
4775,8804,2007-2,83,A-
4776,8804,2008-1,102,C
4777,8804,2008-1,243,C+
4778,8804,2009-1,272,D
4779,8804,2009-1,218,C
4780,8804,2007-2,104,A-
4781,8804,2008-1,88,B+
4782,8804,2008-1,288,A-
4783,8804,2008-2,106,B+
4784,8804,2008-2,108,F
4785,8804,2007-1,91,B+
4786,8804,2007-1,197,C
4787,8804,2007-2,180,A
4788,8804,2009-2,107,C+
4789,8804,2009-2,272,D+
4790,8804,2007-1,102,WF
4791,8804,2008-1,175,NG
4792,8804,2010-1,269,C
4793,8804,2007-2,89,C+
4794,8804,2008-1,279,C
4795,8804,2008-2,107,D
4796,8804,2008-2,205,D
4797,8804,2009-1,271,C
4798,8804,2009-2,271,F
4799,8804,2009-2,108,A-
4800,8804,2009-2,205,B
4801,8804,2007-2,163,C+
4802,8804,2008-2,100,B
4803,8804,2008-2,101,A-
4804,8834,2007-2,83,A-
4805,8834,2007-2,243,A
4806,8834,2007-2,272,B+
4807,8834,2008-2,100,C+
4808,8834,2008-2,101,A-
4809,8834,2007-1,288,B+
4810,8834,2007-2,205,B+
4811,8834,2008-1,218,A
4812,8834,2007-1,175,A-
4813,8834,2007-1,82,A-
4814,8834,2007-1,162,A-
4815,8834,2008-1,180,B
4816,8834,2008-1,91,A-
4817,8834,2008-1,279,C+
4818,8834,2008-2,107,B+
4819,8834,2007-2,89,A-
4820,8834,2008-1,88,B
4821,8834,2008-1,102,B+
4822,8834,2008-2,106,B+
4823,8834,2008-2,108,A-
4824,8834,2007-1,197,A-
4825,8834,2007-1,202,A
4826,8834,2007-2,163,B+
4827,8834,2008-2,104,A-
4828,8858,2007-1,202,B+
4829,8858,2007-2,205,C+
4830,8858,2008-2,108,A
4831,8858,2007-1,82,A-
4832,8858,2007-1,243,A-
4833,8858,2007-2,104,A
4834,8858,2007-2,279,C
4835,8858,2008-1,88,B+
4836,8858,2008-1,163,C
4837,8858,2007-2,296,B+
4838,8858,2008-2,100,C+
4839,8858,2007-1,197,B
4840,8858,2007-3,218,C+
4841,8858,2008-2,106,B
4842,8858,2007-1,157,P
4843,8858,2007-1,175,A-
4844,8858,2007-1,81,A
4845,8858,2007-1,180,A-
4846,8858,2007-2,83,A
4847,8858,2007-2,89,B+
4848,8858,2007-3,162,B+
4849,8858,2008-1,91,A-
4850,8858,2008-1,102,B
4851,8858,2008-1,272,C+
4852,8858,2008-2,101,A
4853,8858,2008-2,107,B+
4854,8884,2007-1,82,B+
4855,8884,2007-1,202,A-
4856,8884,2007-2,163,D+
4857,8884,2008-2,104,D+
4858,8884,2009-2,122,W
4859,8884,2007-2,290,C+
4860,8884,2008-1,88,C+
4861,8884,2008-1,180,C+
4862,8884,2009-1,104,C
4863,8884,2009-1,218,F
4864,8884,2009-2,107,A-
4865,8884,2009-2,117,D+
4866,8884,2007-2,205,B
4867,8884,2008-1,91,B+
4868,8884,2008-1,218,D
4869,8884,2008-2,106,C
4870,8884,2009-1,116,C+
4871,8884,2009-1,163,F
4872,8884,2009-1,279,D
4873,8884,2009-2,119,D
4874,8884,2007-2,89,B
4875,8884,2008-2,101,B+
4876,8884,2008-2,108,C+
4877,8884,2009-2,163,F
4878,8884,2007-1,81,A-
4879,8884,2007-1,162,B
4880,8884,2007-1,197,B+
4881,8884,2007-2,83,C+
4882,8884,2007-2,243,B+
4883,8884,2007-2,272,C+
4884,8884,2008-1,102,F
4885,8884,2008-2,107,F
4886,8884,2008-2,100,C
4887,8884,2009-2,68,D
4888,8884,2007-1,175,B+
4889,8884,2008-1,163,F
4890,8884,2008-2,102,C+
4891,8921,2008-1,197,D
4892,8921,2008-2,104,W
4893,8921,2008-2,205,W
4894,8921,2007-1,197,WF
4895,8921,2007-2,89,B+
4896,8921,2008-1,91,B
4897,8921,2008-1,210,D
4898,8921,2008-1,279,B
4899,8921,2008-2,272,F
4900,8921,2007-1,82,C
4901,8921,2008-2,175,F
4902,8921,2007-1,81,B
4903,8921,2007-2,175,W
4904,8921,2008-1,163,C+
4905,8921,2008-2,83,W
4906,8921,2007-1,175,F
4907,8921,2007-2,83,F
4908,8921,2007-2,162,B+
4909,8921,2008-2,271,IN_PROGRESS
4910,8921,2008-2,243,F
4911,8921,2008-1,180,C+
4912,8942,2008-2,83,B
4913,8942,2008-2,279,B
4914,8942,2009-1,102,D
4915,8942,2009-1,173,B
4916,8942,2009-2,132,B+
4917,8942,2010-2,99,A-
4918,8942,2007-2,252,W
4919,8942,2007-2,81,A-
4920,8942,2008-3,266,B+
4921,8942,2009-1,4,B
4922,8942,2009-2,101,WF
4923,8942,2009-2,251,A-
4924,8942,2009-3,252,A-
4925,8942,2010-1,94,B+
4926,8942,2007-2,296,A
4927,8942,2008-1,202,C
4928,8942,2008-2,271,IN_PROGRESS
4929,8942,2008-2,89,B
4930,8942,2008-2,205,C+
4931,8942,2009-1,167,A-
4932,8942,2009-3,86,A
4933,8942,2008-1,91,A-
4934,8942,2008-1,197,C+
4935,8942,2008-3,5,A-
4936,8942,2009-1,88,F
4937,8942,2010-1,11,B+
4938,8942,2010-1,93,A
4939,8942,2010-1,224,B+
4940,8942,2010-2,97,B
4941,8942,2010-2,109,A-
4942,8942,2007-2,202,WP
4943,8942,2007-2,243,B+
4944,8942,2008-1,82,B
4945,8942,2008-1,163,B
4946,8942,2008-2,272,A
4947,8942,2009-2,282,A-
4948,8942,2010-1,92,A-
4949,8942,2007-2,175,A
4950,8942,2007-2,162,B+
4951,8942,2007-2,180,B
4952,8942,2008-1,279,C
4953,8942,2008-2,104,A-
4954,8942,2009-1,218,F
4955,8942,2009-2,133,A
4956,8942,2009-2,280,A-
4957,8942,2010-1,43,B
4958,8942,2010-2,96,B+
4959,8989,2008-1,175,F
4960,8989,2008-2,175,C+
4961,8989,2008-2,89,D+
4962,8989,2008-3,163,F
4963,8989,2009-2,271,D
4964,8989,2010-2,159,RE
4965,8989,2010-2,176,RE
4966,8989,2008-2,101,WF
4967,8989,2009-1,197,F
4968,8989,2010-1,92,W
4969,8989,2010-1,94,W
4970,8989,2009-1,102,F
4971,8989,2009-1,180,F
4972,8989,2009-1,104,D
4973,8989,2009-1,243,C
4974,8989,2009-2,272,F
4975,8989,2008-1,82,A-
4976,8989,2008-1,197,D
4977,8989,2008-1,279,F
4978,8989,2008-2,107,WF
4979,8989,2009-1,89,B
4980,8989,2010-1,278,B+
4981,8989,2008-1,162,B+
4982,8989,2008-1,243,D+
4983,8989,2008-3,91,A-
4984,8989,2009-2,205,B
4985,9015,2007-1,279,F
4986,9015,2007-1,288,F
4987,9015,2007-1,175,F
4988,9015,2007-1,82,F
4989,9015,2007-1,210,NG
4990,9015,2007-1,81,F
4991,9021,2007-1,162,A-
4992,9021,2007-2,205,D
4993,9021,2008-1,88,B+
4994,9021,2008-1,279,D+
4995,9021,2008-2,106,A-
4996,9021,2009-2,108,A-
4997,9021,2007-1,81,A
4998,9021,2007-1,197,B
4999,9021,2008-1,91,A-
5000,9021,2008-1,102,B
5001,9021,2008-1,272,C+
5002,9021,2008-2,104,A-
5003,9021,2007-2,83,A-
5004,9021,2007-2,163,B+
5005,9021,2007-2,243,A-
5006,9021,2008-2,205,B
5007,9021,2009-1,218,B
5008,9021,2007-1,175,B+
5009,9021,2007-1,82,B+
5010,9021,2007-2,89,B
5011,9021,2007-2,296,A
5012,9021,2008-2,100,B+
5013,9021,2007-2,180,A-
5014,9021,2008-2,101,A-
5015,9021,2007-1,202,C+
5016,9021,2008-2,107,C+
5017,9047,2007-1,294,B
5018,9047,2008-1,243,C
5019,9047,2008-2,83,D+
5020,9047,2008-2,205,D
5021,9047,2009-1,102,C
5022,9047,2009-2,107,B
5023,9047,2007-1,202,C+
5024,9047,2008-2,89,C
5025,9047,2009-2,108,A
5026,9047,2008-2,271,IN_PROGRESS
5027,9047,2008-2,101,C
5028,9047,2009-1,88,C+
5029,9047,2009-2,100,B+
5030,9047,2007-1,175,F
5031,9047,2007-3,243,NG
5032,9047,2008-1,279,C
5033,9047,2008-2,163,B
5034,9047,2008-2,272,C
5035,9047,2009-2,106,C+
5036,9047,2009-2,205,B
5037,9047,2007-1,81,A
5038,9047,2009-2,83,B
5039,9047,2007-1,82,C+
5040,9047,2007-1,162,B+
5041,9047,2007-1,197,C
5042,9047,2008-1,175,B+
5043,9047,2008-1,91,B
5044,9047,2008-1,180,B
5045,9047,2009-1,104,B+
5046,9076,2007-1,82,WP
5047,9076,2007-2,157,P
5048,9076,2007-2,180,B
5049,9076,2007-2,243,D+
5050,9076,2007-2,82,D
5051,9076,2008-1,279,RE
5052,9076,2007-1,202,A-
5053,9076,2008-1,91,RE
5054,9076,2007-1,157,F
5055,9076,2007-1,288,WF
5056,9076,2008-1,102,RE
5057,9076,2008-1,162,RE
5058,9076,2007-1,175,C+
5059,9076,2007-1,81,D+
5060,9076,2007-2,272,C+
5061,9076,2007-1,197,B+
5062,9076,2007-2,205,C+
5063,9093,2007-2,89,B+
5064,9093,2008-1,102,D
5065,9093,2008-2,101,C
5066,9093,2008-2,104,F
5067,9093,2010-2,215,F
5068,9093,2007-1,180,C+
5069,9093,2008-1,88,C+
5070,9093,2008-2,102,C
5071,9093,2008-2,108,C+
5072,9093,2010-2,268,A
5073,9093,2008-1,91,C+
5074,9093,2009-2,100,B
5075,9093,2009-2,106,B
5076,9093,2007-1,82,A-
5077,9093,2008-2,100,D
5078,9093,2008-2,107,F
5079,9093,2009-2,107,D+
5080,9093,2010-2,269,C+
5081,9093,2007-1,288,B+
5082,9093,2007-2,83,B
5083,9093,2007-2,243,A-
5084,9093,2008-2,106,D+
5085,9093,2009-1,104,B
5086,9093,2011-1,208,IN_PROGRESS
5087,9093,2007-1,279,B
5088,9093,2007-2,210,B
5089,9093,2008-1,197,D
5090,9093,2009-1,197,C
5091,9093,2009-2,205,IN_PROGRESS
5092,9093,2010-2,99,F
5093,9123,2013-2,227,D
5094,9123,2013-2,208,B+
5095,9123,2013-2,215,C
5096,9126,2008-1,157,P
5097,9126,2008-1,197,B+
5098,9126,2008-2,205,WF
5099,9126,2008-1,82,A-
5100,9126,2009-2,285,C+
5101,9126,2008-2,104,B+
5102,9126,2008-2,162,D+
5103,9126,2009-2,180,B
5104,9126,2008-2,83,C
5105,9126,2008-2,89,B
5106,9126,2008-1,175,F
5107,9126,2008-2,243,D+
5108,9126,2008-1,91,B+
5109,9126,2009-2,243,B
5110,9140,2007-2,83,D
5111,9140,2007-2,180,F
5112,9140,2008-2,266,B+
5113,9140,2007-1,197,D+
5114,9140,2007-1,210,D+
5115,9140,2007-2,89,C
5116,9140,2007-2,163,C
5117,9140,2008-2,285,C
5118,9140,2007-1,81,C
5119,9140,2007-1,82,C+
5120,9140,2007-1,175,F
5121,9140,2007-1,162,B+
5122,9152,2007-1,82,WP
5123,9152,2007-2,243,B
5124,9152,2009-1,218,WF
5125,9152,2007-1,296,A-
5126,9152,2008-1,91,B+
5127,9152,2008-2,104,B+
5128,9152,2010-1,92,WP
5129,9152,2010-1,93,A-
5130,9152,2009-1,272,C+
5131,9152,2009-1,102,C
5132,9152,2009-2,83,D
5133,9152,2009-2,218,F
5134,9152,2007-1,175,C+
5135,9152,2007-1,81,A
5136,9152,2007-1,197,C
5137,9152,2007-2,163,B+
5138,9152,2007-2,279,C
5139,9152,2009-1,271,F
5140,9152,2007-1,162,A-
5141,9152,2007-1,202,A
5142,9152,2007-2,82,F
5143,9152,2007-2,180,A-
5144,9152,2008-2,83,F
5145,9152,2008-1,82,B+
5146,9152,2008-1,197,C
5147,9152,2008-2,89,C+
5148,9152,2008-2,205,D
5149,9152,2009-2,205,D
5150,9152,2010-1,269,B+
5151,9181,2008-1,81,B+
5152,9181,2008-1,197,F
5153,9181,2008-1,243,C
5154,9181,2008-2,89,F
5155,9181,2008-2,104,C
5156,9181,2007-1,82,C+
5157,9181,2008-1,180,C+
5158,9181,2007-1,162,C+
5159,9181,2007-2,83,D+
5160,9181,2007-2,202,C
5161,9181,2007-2,272,C+
5162,9181,2008-2,101,F
5163,9181,2008-2,205,F
5164,9181,2007-1,197,WP
5165,9181,2007-1,202,WF
5166,9181,2008-2,107,D
5167,9181,2007-1,288,A-
5168,9181,2008-1,91,B
5169,9181,2008-1,163,D+
5170,9181,2007-1,81,D
5171,9181,2008-2,83,F
5172,9202,2007-1,157,P
5173,9202,2007-1,175,B
5174,9202,2008-1,102,A-
5175,9202,2008-2,100,B+
5176,9202,2008-2,106,A
5177,9202,2008-2,108,A
5178,9202,2007-1,82,A-
5179,9202,2007-1,197,A
5180,9202,2007-2,180,A
5181,9202,2008-1,221,A
5182,9202,2008-1,279,C
5183,9202,2008-2,101,A
5184,9202,2008-2,163,A-
5185,9202,2007-1,81,A-
5186,9202,2007-2,272,A
5187,9202,2008-1,91,A-
5188,9202,2008-1,162,B
5189,9202,2007-1,202,A
5190,9202,2007-2,107,A
5191,9202,2007-2,243,B+
5192,9202,2007-3,218,A
5193,9202,2008-2,104,A
5194,9202,2007-1,288,B
5195,9202,2007-2,83,A
5196,9202,2007-2,205,A
5197,9202,2007-2,89,B+
5198,9202,2008-1,88,A-
5199,9202,2008-1,220,A
5200,9230,2007-1,175,A-
5201,9230,2007-1,81,A-
5202,9230,2007-1,162,A-
