STUDENT_COURSES_ID,STUID,COURSEID,ENROLLEDSEMESTER,COURSEGRADE
5992,10018,202,2008-2,F
5993,10018,177,2011-1,C
5994,10018,197,2008-1,NG
5995,10034,81,2008-1,B
5996,10034,82,2008-1,F
5997,10034,86,2009-2,F
5998,10034,217,2010-2,C
5999,10034,250,2011-2,B
6000,10034,291,0000-1,TR
6001,10034,279,2008-2,C
6002,10034,252,2009-2,F
6003,10034,3,2010-2,B
6004,10034,253,2011-1,A-
6005,10034,281,2011-1,B
6006,10034,246,2011-2,C+
6007,10034,289,0000-1,TR
6008,10034,243,2008-2,D
6009,10034,44,2009-2,F
6010,10034,130,2010-1,D
6011,10034,159,2010-1,C
6012,10034,284,2011-1,C+
6013,10034,43,2012-1,C
6014,10034,160,2012-1,A-
6015,10034,175,2008-1,A-
6016,10034,202,2008-1,WF
6017,10034,210,2008-2,F
6018,10034,266,2009-1,B
6019,10034,91,2009-2,F
6020,10034,11,2010-1,B+
6021,10034,174,2010-2,D
6022,10034,278,2011-2,C+
6023,10034,289,0000-1,TR
6024,10034,162,2008-1,B
6025,10034,163,2008-2,D+
6026,10034,243,2009-1,C+
6027,10034,203,2010-1,C+
6028,10034,131,2012-1,C+
6029,10034,291,0000-1,TR
6030,10034,197,2008-1,D
6031,10034,180,2008-2,B
6032,10034,163,2009-1,D
6033,10034,280,2009-2,WP
6034,10034,4,2009-2,C
6035,10074,81,2009-1,F
6036,10074,26,2009-2,
6037,10074,27,2009-2,F
6038,10074,180,2009-2,F
6039,10074,252,2009-2,D+
6040,10074,279,2009-1,D+
6041,10074,243,2009-2,F
6042,10074,197,2009-1,F
6043,10074,82,2009-1,WP
6044,10074,162,2009-1,F
6045,10074,202,2009-1,F
6046,10074,81,2009-2,C+
6047,10086,162,2008-1,C
6048,10086,218,2009-1,C
6049,10086,101,2009-2,B
6050,10086,106,2009-2,B
6051,10086,81,2008-1,A-
6052,10086,83,2008-2,F
6053,10086,243,2009-1,B
6054,10086,104,2009-2,B
6055,10086,107,2009-2,A-
6056,10086,202,2008-1,D
6057,10086,89,2008-2,D+
6058,10086,89,2009-1,B
6059,10086,279,2008-1,C
6060,10086,271,2008-2,
6061,10086,205,2008-2,F
6062,10086,108,2009-2,A-
6063,10086,197,2008-1,B
6064,10086,88,2009-1,D
6065,10086,91,2009-1,B+
6066,10086,100,2009-2,B+
6067,10086,82,2008-1,B+
6068,10086,180,2008-1,C
6069,10086,163,2008-2,D
6070,10086,272,2008-2,C+
6071,10086,83,2008-3,B+
6072,10086,205,2008-3,A-
6073,10086,102,2009-1,D+
6074,10086,288,2009-2,B+
6075,10114,208,2010-1,D
6076,10114,209,2010-1,D
6077,10114,208,2011-1,F
6078,10114,209,2012-1,F
6079,10114,159,2012-2,F
6080,10114,202,2008-1,WF
6081,10114,180,2009-2,C
6082,10114,288,2008-2,W
6083,10114,197,2009-1,WF
6084,10114,288,2009-1,A-
6085,10114,81,2009-2,B
6086,10114,279,2009-2,F
6087,10114,159,2010-2,F
6088,10114,73,2012-1,B
6089,10114,278,2012-2,D+
6090,10114,82,2009-1,F
6091,10114,209,2011-1,
6092,10114,82,2008-1,WF
6093,10114,81,2008-1,F
6094,10114,175,2008-2,C+
6095,10114,279,2008-2,F
6096,10114,284,2010-2,C+
6097,10114,73,2011-1,D
6098,10114,208,2012-1,F
6099,10114,180,2008-1,F
6100,10114,162,2008-2,F
6101,10114,202,2009-1,WF
6102,10114,243,2009-1,C
6103,10114,162,2009-2,WF
6104,10114,158,2010-1,C
6105,10114,278,2010-2,D
6106,10145,288,2008-1,RE
6107,10145,175,2008-1,RE
6108,10145,288,2008-2,A
6109,10145,157,2008-1,RE
6110,10145,82,2008-1,RE
6111,10145,197,2008-1,RE
6112,10145,157,2008-2,P
6113,10145,202,2008-1,RE
6114,10145,81,2008-2,D
6115,10145,201,2008-2,P
6116,10145,175,2008-2,C
6117,10156,143,2011-2,B
6118,10156,92,2012-1,B+
6119,10156,208,2012-1,C+
6120,10156,97,2012-2,C
6121,10156,99,2012-2,B+
6122,10156,148,2012-3,B
6123,10156,142,2011-2,B+
6124,10156,284,2011-2,B
6125,10156,93,2012-1,B
6126,10156,253,2012-2,C+
6127,10156,90,2012-1,B
6128,10156,209,2012-1,C+
6129,10156,95,2012-1,C+
6130,10156,96,2012-2,C
6131,10156,169,2012-3,B+
6132,10156,147,2011-2,B+
6133,10156,215,2012-2,B+
6134,10173,201,2008-1,C
6135,10173,162,2008-1,C+
6136,10173,175,2008-2,F
6137,10173,89,2008-2,WP
6138,10173,163,2008-2,B+
6139,10173,202,2008-2,F
6140,10173,81,2008-1,B+
6141,10173,82,2008-1,D+
6142,10173,197,2008-1,F
6143,10182,243,2008-1,B
6144,10182,89,2008-2,C
6145,10182,272,2008-2,A
6146,10182,102,2009-1,C+
6147,10182,104,2009-1,B+
6148,10182,218,2009-1,B
6149,10182,107,2009-2,B+
6150,10182,81,2008-1,A-
6151,10182,162,2008-1,B+
6152,10182,197,2008-1,B+
6153,10182,83,2008-2,B+
6154,10182,163,2008-2,B
6155,10182,205,2008-2,B+
6156,10182,279,2008-2,C
6157,10182,91,2008-3,A
6158,10182,180,2008-3,B+
6159,10182,106,2009-2,A-
6160,10182,175,2008-1,B+
6161,10182,82,2008-1,A-
6162,10182,88,2009-1,C+
6163,10182,202,2008-1,B+
6164,10182,271,2008-2,
6165,10182,100,2009-2,A-
6166,10182,101,2009-2,A-
6167,10182,294,2008-2,A-
6168,10182,108,2009-2,A-
6169,10208,175,2008-1,C+
6170,10208,83,2008-2,A
6171,10208,104,2009-1,B
6172,10208,266,2008-3,B+
6173,10208,279,2008-3,B
6174,10208,107,2009-2,A-
6175,10208,298,2008-1,B+
6176,10208,163,2008-2,C
6177,10208,243,2008-2,C
6178,10208,163,2008-3,C+
6179,10208,102,2009-1,C
6180,10208,108,2009-2,A-
6181,10208,219,2009-2,A-
6182,10208,82,2008-1,A-
6183,10208,202,2008-1,A
6184,10208,89,2008-2,C+
6185,10208,272,2008-2,A-
6186,10208,210,2008-3,A-
6187,10208,218,2009-1,B+
6188,10208,100,2009-2,B+
6189,10208,101,2009-2,B+
6190,10208,106,2009-2,B+
6191,10208,81,2008-1,B+
6192,10208,197,2008-1,B+
6193,10208,205,2008-2,A-
6194,10208,88,2009-1,A
6195,10208,220,2009-1,C+
6196,10208,162,2008-1,B
6197,10208,271,2008-2,
6198,10208,91,2008-3,A-
6199,10208,180,2009-1,B
6200,10239,82,2008-1,A
6201,10239,163,2008-2,B+
6202,10239,271,2009-1,B+
6203,10239,88,2009-1,A
6204,10239,294,2009-2,B+
6205,10239,81,2008-1,A
6206,10239,106,2009-2,B+
6207,10239,107,2009-2,A
6208,10239,197,2008-1,B
6209,10239,101,2009-2,A-
6210,10239,108,2009-2,A
6211,10239,175,2008-1,B+
6212,10239,83,2008-2,B
6213,10239,89,2008-2,B+
6214,10239,91,2009-1,A-
6215,10239,218,2009-1,B+
6216,10239,100,2009-2,A-
6217,10239,202,2008-1,C
6218,10239,243,2008-2,B
6219,10239,102,2009-1,B+
6220,10239,180,2009-1,B+
6221,10239,104,2009-2,B+
6222,10239,162,2008-1,A-
6223,10239,205,2008-2,D
6224,10239,205,2008-3,B+
6225,10239,272,2009-1,A-
6226,10239,279,2009-1,B+
6227,10266,82,2008-1,F
6228,10266,180,2008-1,F
6229,10266,197,2008-1,F
6230,10266,162,2008-2,F
6231,10266,162,2008-1,F
6232,10266,202,2008-1,F
6233,10266,180,2008-2,F
6234,10266,210,2008-2,F
6235,10266,81,2008-1,F
6236,10275,91,2008-1,B+
6237,10275,88,2009-1,RE
6238,10275,288,2008-1,A
6239,10275,102,2009-1,RE
6240,10275,197,2009-1,RE
6241,10275,218,2009-1,RE
6242,10275,175,2008-1,B
6243,10275,180,2008-1,B
6244,10275,89,2008-2,C+
6245,10275,272,2008-2,A-
6246,10275,197,2008-1,WF
6247,10275,279,2008-1,D
6248,10275,271,2008-2,
6249,10275,243,2008-2,A-
6250,10275,82,2008-1,C+
6251,10275,83,2008-2,WF
6252,10275,104,2008-2,B+
6253,10275,205,2008-2,D
6254,10293,175,2008-1,C
6255,10293,82,2008-1,WF
6256,10293,202,2008-1,WF
6257,10293,163,2008-2,C
6258,10293,180,2008-2,D+
6259,10293,243,2008-1,D
6260,10293,202,2008-2,WF
6261,10293,279,2008-2,C+
6262,10293,197,2008-1,WF
6263,10293,81,2008-1,C+
6264,10293,162,2008-1,B
6265,10293,89,2008-2,WP
6266,10293,243,2008-2,WF
6267,10306,279,2008-1,B
6268,10306,86,2008-3,B
6269,10306,163,2008-3,C+
6270,10306,243,2008-1,B+
6271,10306,266,2008-3,A-
6272,10306,162,2008-1,B
6273,10306,175,2008-2,B+
6274,10306,81,2008-2,WF
6275,10306,163,2008-2,WP
6276,10306,180,2008-2,B+
6277,10306,81,2008-1,D
6278,10306,89,2008-2,B
6279,10306,210,2008-2,B
6280,10306,82,2008-1,B+
6281,10306,83,2008-2,D+
6282,10321,81,2008-1,A-
6283,10321,197,2008-1,B
6284,10321,202,2008-1,B
6285,10321,271,2008-2,
6286,10321,180,2008-3,A-
6287,10321,104,2009-1,B+
6288,10321,218,2009-1,B+
6289,10321,162,2008-1,B
6290,10321,88,2009-1,B
6291,10321,107,2009-2,A-
6292,10321,298,2008-1,C+
6293,10321,163,2008-2,B
6294,10321,82,2008-1,A
6295,10321,279,2008-1,B
6296,10321,205,2008-2,B
6297,10321,243,2008-2,B+
6298,10321,100,2009-2,A-
6299,10321,106,2009-2,A
6300,10321,108,2009-2,A
6301,10321,83,2008-2,A
6302,10321,89,2008-2,A-
6303,10321,272,2008-2,B+
6304,10321,101,2009-2,A-
6305,10321,175,2008-1,B+
6306,10321,91,2008-3,A
6307,10321,102,2009-1,B+
6308,10347,175,2008-1,C+
6309,10347,91,2009-1,B
6310,10347,197,2009-1,C
6311,10347,202,2009-2,D+
6312,10347,109,2011-2,A-
6313,10347,102,2009-1,D+
6314,10347,176,2010-2,C
6315,10347,82,2008-1,C+
6316,10347,83,2008-2,C
6317,10347,89,2008-2,C
6318,10347,243,2008-2,C
6319,10347,81,2008-1,B
6320,10347,162,2008-1,B
6321,10347,202,2008-1,F
6322,10347,278,2010-2,D+
6323,10347,269,2011-1,WP
6324,10347,215,2011-2,WF
6325,10347,88,2009-1,C
6326,10347,100,2009-2,D+
6327,10347,159,2010-2,WP
6328,10347,95,2011-1,B+
6329,10347,197,2008-1,F
6330,10347,101,2009-2,B
6331,10347,96,2010-2,C+
6332,10347,97,2010-2,B
6333,10347,99,2010-2,B+
6334,10347,94,2011-1,B
6335,10347,208,2011-1,C
6336,10375,202,2008-1,WP
6337,10375,81,2008-1,A-
6338,10375,288,2008-1,A-
6339,10375,175,2008-1,B+
6340,10375,162,2008-1,C
6341,10375,197,2008-1,WF
6342,10375,82,2008-1,F
6343,10382,82,2008-1,C+
6344,10382,279,2008-1,C
6345,10382,175,2008-2,F
6346,10382,163,2009-1,B
6347,10382,107,2009-2,A-
6348,10382,93,2010-1,A
6349,10382,94,2010-1,A-
6350,10382,224,2010-1,C+
6351,10382,210,2007-3,A-
6352,10382,197,2008-1,A-
6353,10382,205,2008-2,D
6354,10382,271,2009-1,W
6355,10382,83,2008-2,WP
6356,10382,272,2009-1,W
6357,10382,81,2009-1,A-
6358,10382,109,2010-2,B+
6359,10382,102,2009-1,D+
6360,10382,272,2009-2,B
6361,10382,96,2010-2,B+
6362,10382,81,2008-1,F
6363,10382,162,2008-1,B
6364,10382,202,2008-1,C
6365,10382,290,2008-2,B+
6366,10382,91,2008-3,A-
6367,10382,180,2008-3,D+
6368,10382,104,2009-1,B
6369,10382,83,2009-2,B
6370,10382,205,2009-2,B+
6371,10382,92,2010-1,C+
6372,10382,89,2008-2,B
6373,10382,243,2008-2,B+
6374,10382,180,2009-2,A
6375,10382,97,2010-2,B+
6376,10415,284,2019-1,F
6377,10415,78,2019-2,RE
6378,10415,80,2020-2,B+
6379,10415,90,2021-1,WF
6380,10415,73,2019-1,B+
6381,10415,74,2019-1,C+
6382,10415,80,2019-2,RE
6383,10415,78,2020-2,B+
6384,10415,92,2021-1,B
6385,10415,75,2019-2,RE
6386,10415,75,2020-2,A
6387,10415,77,2021-1,WP
6388,10427,163,2008-2,WP
6389,10427,202,2008-1,C
6390,10427,175,2008-1,A-
6391,10427,81,2008-1,B+
6392,10427,197,2008-1,C
6393,10427,205,2008-2,WF
6394,10427,279,2008-2,B
6395,10427,162,2008-1,B+
6396,10427,82,2008-1,F
6397,10427,243,2008-2,C+
6398,10437,289,2016-1,B+
6399,10437,73,2015-1,F
6400,10437,159,2016-2,A-
6401,10437,244,2015-2,C
6402,10437,176,2015-1,C+
6403,10437,159,2015-2,WF
6404,10437,278,2016-1,F
6405,10437,284,2016-2,F
6406,10437,284,2017-1,F
6407,10446,82,2009-1,A-
6408,10446,82,2008-1,D+
6409,10446,202,2008-1,C
6410,10446,163,2008-2,C+
6411,10446,205,2008-2,C
6412,10446,88,2009-1,C
6413,10446,107,2009-2,A-
6414,10446,108,2009-2,A-
6415,10446,81,2008-1,B
6416,10446,162,2008-1,B
6417,10446,180,2008-1,C+
6418,10446,197,2008-1,B+
6419,10446,89,2008-2,C
6420,10446,218,2009-1,C+
6421,10446,83,2009-2,A
6422,10446,100,2009-2,B
6423,10446,106,2009-2,B
6424,10446,271,2008-2,
6425,10446,102,2009-1,D+
6426,10446,83,2008-2,D
6427,10446,272,2008-2,C+
6428,10446,91,2008-3,A-
6429,10446,104,2009-1,B+
6430,10446,279,2009-1,C+
6431,10446,101,2009-2,B+
6432,10471,279,2008-2,WF
6433,10471,197,2009-1,WF
6434,10471,288,2008-2,B+
6435,10471,272,2009-1,F
6436,10471,271,2009-2,WF
6437,10471,91,2009-2,F
6438,10471,79,2010-2,F
6439,10471,278,2010-2,F
6440,10471,73,2011-1,B+
6441,10471,80,2011-2,F
6442,10471,272,2009-2,WF
6443,10471,180,2009-2,C
6444,10471,202,2009-2,D
6445,10471,208,2010-1,F
6446,10471,209,2011-1,
6447,10471,271,2009-1,F
6448,10471,82,2009-1,WF
6449,10471,180,2009-1,F
6450,10471,278,2012-1,D
6451,10471,81,2008-2,C
6452,10471,202,2008-2,F
6453,10471,163,2009-2,F
6454,10471,159,2010-1,F
6455,10471,163,2008-2,WF
6456,10471,180,2008-2,D+
6457,10471,163,2009-1,F
6458,10471,73,2010-1,F
6459,10471,159,2010-2,F
6460,10471,278,2011-1,F
6461,10500,81,2008-1,F
6462,10500,197,2008-1,F
6463,10500,290,2008-1,F
6464,10500,202,2008-1,WF
6465,10500,82,2008-1,F
6466,10500,162,2008-1,F
6467,10506,208,2011-3,RE
6468,10506,90,2013-1,C+
6469,10506,94,2013-1,B
6470,10506,70,0000-1,TR
6471,10506,159,0000-1,TR
6472,10506,244,2011-3,RE
6473,10506,145,2012-3,A-
6474,10506,244,2012-1,A
6475,10506,80,2012-2,D+
6476,10506,269,2012-2,B
6477,10506,289,0000-1,TR
6478,10506,73,2012-1,C
6479,10506,208,2012-1,C
6480,10506,209,2012-1,B+
6481,10506,278,2012-1,A-
6482,10506,268,2012-2,A-
6483,10506,284,2012-2,B
6484,10506,176,0000-1,TR
6485,10506,92,2013-1,D+
6486,10506,8,0000-1,TR
6487,10506,158,0000-1,TR
6488,10506,291,0000-1,TR
6489,10506,79,2012-2,A-
6490,10506,138,2012-2,A-
6491,10506,166,2012-3,A
6492,10506,93,2013-1,B+
6493,10506,95,2013-1,C+
6494,10533,175,2008-1,B
6495,10533,202,2008-1,F
6496,10533,83,2008-2,D+
6497,10533,202,2008-2,F
6498,10533,162,2008-1,D
6499,10533,81,2008-1,C+
6500,10533,162,2008-2,B
6501,10533,82,2008-1,C+
6502,10533,197,2008-1,D
6503,10542,180,2008-2,B
6504,10542,243,2008-2,F
6505,10542,91,2008-3,B+
6506,10542,101,2009-2,F
6507,10542,244,2010-1,W
6508,10542,90,2010-1,F
6509,10542,93,2011-1,RE
6510,10542,162,2008-2,D
6511,10542,162,2009-2,WF
6512,10542,92,2011-1,RE
6513,10542,83,2009-2,WF
6514,10542,158,2010-1,D
6515,10542,209,2011-1,RE
6516,10542,82,2009-1,C+
6517,10542,107,2009-2,F
6518,10542,99,2010-2,F
6519,10542,210,2008-2,C
6520,10542,104,2009-1,B
6521,10542,209,2010-1,W
6522,10542,94,2010-1,F
6523,10542,80,2010-2,F
6524,10542,197,2009-1,WF
6525,10542,159,2010-2,F
6526,10565,244,2013-2,W
6527,10565,176,2013-2,W
6528,10565,70,2013-2,B+
6529,10568,73,2018-1,D
6530,10568,250,2018-1,B
6531,10568,76,2020-1,B
6532,10568,80,2020-2,F
6533,10568,276,2022-1,C
6534,10568,289,2022-1,P
6535,10568,74,2018-1,C
6536,10568,75,2020-2,A-
6537,10568,98,2021-1,A-
6538,10568,209,2018-1,F
6539,10568,80,2019-2,AU
6540,10568,209,2019-2,B
6541,10568,90,2021-1,B
6542,10568,92,2022-1,B+
6543,10568,291,2022-1,A-
6544,10568,96,2022-2,
6545,10568,73,2018-2,D+
6546,10568,78,2018-2,C
6547,10568,73,2019-1,B
6548,10568,80,2021-2,C+
6549,10568,208,2022-1,B
6550,10568,97,2022-2,
6551,10568,215,2022-2,
6552,10591,209,2010-1,WF
6553,10591,176,2010-2,C+
6554,10591,289,2010-1,A
6555,10591,159,2011-1,F
6556,10591,73,2010-1,C+
6557,10591,208,2010-1,F
6558,10591,159,2010-2,D
6559,10591,158,2010-1,F
6560,10591,79,2010-2,WF
6561,10591,80,2010-2,F
6562,10601,74,2013-1,F
6563,10601,73,2013-1,F
6564,10601,158,2013-1,C
6565,10601,74,2013-2,F
6566,10601,297,2013-2,F
6567,10601,176,0000-1,B+
6568,10601,209,2013-1,F
6569,10601,159,2013-2,F
6570,10609,159,0000-1,TR
6571,10609,244,0000-1,TR
6572,10609,73,2014-1,RE
6573,10609,74,2014-1,RE
6574,10609,158,0000-1,TR
6575,10614,162,2008-1,B
6576,10614,180,2008-1,C
6577,10614,89,2008-2,B+
6578,10614,175,2008-1,A-
6579,10614,81,2008-1,A
6580,10614,106,2008-2,A
6581,10614,102,2008-1,A
6582,10614,243,2008-1,A
6583,10614,104,2008-2,A
6584,10614,100,2008-2,A
6585,10614,101,2008-2,A
6586,10614,163,2008-2,A-
6587,10614,91,2008-1,A-
6588,10627,294,2008-2,A
6589,10627,243,2009-2,C+
6590,10627,163,2008-3,B
6591,10627,279,2008-1,D
6592,10627,180,2008-2,B+
6593,10627,83,2009-2,D
6594,10627,175,2008-1,F
6595,10627,197,2008-1,WF
6596,10627,163,2008-1,F
6597,10627,202,2008-2,D
6598,10627,271,2009-1,F
6599,10627,205,2009-2,D
6600,10627,82,2008-1,D+
6601,10627,210,2008-1,D
6602,10627,91,2008-1,B+
6603,10627,104,2008-2,B+
6604,10627,272,2009-1,F
6605,10627,82,2009-1,C
6606,10627,197,2009-1,F
6607,10646,175,2008-1,C
6608,10646,81,2008-1,D
6609,10646,162,2008-1,C+
6610,10646,197,2008-1,B+
6611,10646,202,2008-1,B
6612,10646,82,2008-1,F
6613,10646,288,2008-1,C
6614,10653,197,2008-1,WF
6615,10653,202,2009-1,
6616,10653,197,2009-1,F
6617,10653,175,2008-2,B
6618,10653,202,2008-1,F
6619,10653,202,2008-2,F
6620,10653,162,2009-1,F
6621,10653,180,2008-2,C
6622,10653,175,2008-1,F
6623,10653,162,2008-1,F
6624,10653,279,2008-2,WF
6625,10653,82,2009-1,F
6626,10653,294,2009-1,B
6627,10653,81,2008-1,F
6628,10653,82,2008-1,F
6629,10653,81,2009-1,F
6630,10669,162,2008-2,F
6631,10669,180,2008-2,D
6632,10669,157,2008-1,P
6633,10669,82,2008-1,F
6634,10669,175,2008-2,C+
6635,10669,175,2008-1,C+
6636,10669,81,2008-1,D
6637,10669,210,2008-1,F
6638,10677,279,2009-1,B
6639,10677,215,2010-2,
6640,10677,73,2010-2,A-
6641,10677,79,2010-2,B+
6642,10677,90,2011-1,C
6643,10677,175,2008-2,A
6644,10677,162,2008-2,A-
6645,10677,210,2008-2,B
6646,10677,243,2008-2,B+
6647,10677,80,2011-2,W
6648,10677,94,2011-1,B
6649,10677,268,2011-2,A
6650,10677,269,2011-2,B
6651,10677,180,2009-1,B+
6652,10677,290,2009-1,C+
6653,10677,81,2008-2,A
6654,10677,163,2009-1,B
6655,10677,266,2009-2,B+
6656,10677,95,2011-1,A-
6657,10677,209,2011-1,C+
6658,10697,180,2008-1,D+
6659,10697,163,2008-2,B+
6660,10697,243,2008-2,C
6661,10697,91,2009-1,F
6662,10697,202,2008-2,F
6663,10697,81,2008-1,C
6664,10697,162,2008-1,B+
6665,10697,175,2008-2,A
6666,10697,82,2009-1,F
6667,10697,73,2010-1,C+
6668,10697,208,2010-1,C+
6669,10697,82,2008-1,F
6670,10697,180,2009-1,C
6671,10697,197,2009-1,F
6672,10697,209,2010-1,D
6673,10697,279,2008-1,F
6674,10697,89,2009-1,WP
6675,10697,284,2010-1,C
6676,10715,15,2008-1,F
6677,10715,180,2008-1,B
6678,10715,157,2008-1,P
6679,10715,279,2008-1,W
6680,10715,288,2008-1,D+
6681,10720,208,2010-1,WP
6682,10720,244,2011-1,B
6683,10720,175,2008-1,RE
6684,10720,81,2008-1,RE
6685,10720,81,2009-2,C
6686,10720,278,2011-1,W
6687,10720,157,2008-1,RE
6688,10720,73,2010-1,W
6689,10720,210,2008-1,RE
6690,10720,158,2010-1,C+
6691,10720,210,2009-2,B+
6692,10731,175,2008-1,RE
6693,10731,81,2008-1,RE
6694,10731,279,2008-1,RE
6695,10734,157,2008-2,F
6696,10734,243,2008-2,F
6697,10734,82,2009-1,D
6698,10734,210,2008-2,D+
6699,10734,73,2010-1,C
6700,10734,176,2010-1,B
6701,10734,99,2010-2,F
6702,10734,209,2011-1,WF
6703,10734,93,2011-1,D
6704,10734,244,2012-1,C+
6705,10734,162,2009-1,WF
6706,10734,210,2009-2,C
6707,10734,92,2011-1,WP
6708,10734,162,2008-3,F
6709,10734,81,2009-2,WF
6710,10734,244,2010-1,D+
6711,10734,278,2010-1,B
6712,10734,80,2010-2,D+
6713,10734,93,2012-1,D
6714,10734,175,2008-2,F
6715,10734,180,2009-1,WF
6716,10734,104,2009-1,B
6717,10734,158,2010-1,F
6718,10734,70,2010-2,D
6719,10734,158,2010-2,C
6720,10734,91,2008-3,B+
6721,10734,162,2009-2,WF
6722,10734,159,2012-1,C
6723,10762,175,2008-1,D
6724,10762,82,2008-1,D+
6725,10762,162,2008-1,C+
6726,10762,210,2008-1,C
6727,10762,83,2008-2,WF
6728,10762,163,2008-2,F
6729,10762,243,2008-2,F
6730,10762,197,2008-1,F
6731,10762,288,2008-2,C
6732,10762,81,2008-1,B+
6733,10762,89,2008-2,D
6734,10773,82,2008-1,D+
6735,10773,89,2008-2,C
6736,10773,180,2008-3,B+
6737,10773,157,2008-1,P
6738,10773,201,2008-1,P
6739,10773,197,2008-1,WF
6740,10773,162,2008-2,C+
6741,10773,285,2008-3,B
6742,10773,175,2008-1,C
6743,10773,202,2008-2,B+
6744,10773,243,2008-2,C
6745,10773,81,2008-1,B
6746,10785,73,2017-1,F
6747,10785,209,2016-1,C
6748,10785,74,2017-1,D
6749,10788,159,2011-1,C+
6750,10788,70,2011-1,A
6751,10788,244,2011-2,C+
6752,10788,284,2011-2,C
6753,10788,278,2011-1,C
6754,10793,162,2009-1,A-
6755,10793,252,2009-1,C+
6756,10793,4,2009-2,C+
6757,10793,163,2009-2,B
6758,10793,210,2009-2,B+
6759,10793,81,2009-1,B
6760,10793,180,2009-1,B
6761,10793,294,2009-1,B+
6762,10801,81,2009-1,B
6763,10801,197,2009-1,WF
6764,10801,162,2009-1,F
6765,10801,202,2009-1,WF
6766,10801,243,2009-1,WF
6767,10801,82,2009-1,WF
6768,10807,272,2009-1,A
6769,10807,163,2009-2,A
6770,10807,90,2010-1,A
6771,10807,96,2010-2,A
6772,10807,81,2009-1,A
6773,10807,205,2009-2,A
6774,10807,290,2009-2,A
6775,10807,285,2009-3,A
6776,10807,94,2010-1,A
6777,10807,95,2010-1,A
6778,10807,99,2010-2,A
6779,10807,109,2010-2,A
6780,10807,197,2009-1,A
6781,10807,271,2009-1,
6782,10807,82,2009-1,A
6783,10807,202,2009-1,A
6784,10807,83,2009-2,A
6785,10807,91,2009-2,A
6786,10807,93,2010-1,A
6787,10807,224,2010-1,A
6788,10807,97,2010-2,A-
6789,10807,162,2009-1,B+
6790,10807,243,2009-2,A
6791,10807,92,2010-1,A
6792,10807,180,2009-3,A
6793,10832,271,2009-1,B
6794,10832,91,2008-3,A-
6795,10832,89,2009-1,C+
6796,10832,102,2009-1,D
6797,10832,294,2009-1,C+
6798,10832,104,2009-1,B
6799,10832,272,2009-1,C+
6800,10832,82,2009-1,C+
6801,10840,162,2009-1,F
6802,10840,271,2009-2,F
6803,10840,91,2009-2,F
6804,10840,162,2009-2,F
6805,10840,82,2009-1,F
6806,10840,197,2009-1,F
6807,10840,272,2009-2,F
6808,10840,209,2010-1,F
6809,10840,285,2009-1,F
6810,10840,70,2010-1,F
6811,10840,208,2010-1,F
6812,10840,81,2009-1,F
6813,10840,268,2010-1,F
6814,10840,269,2010-1,F
6815,10840,157,2008-3,B
6816,10840,81,2009-2,F
6817,10840,104,2009-2,F
6818,10840,244,2010-1,F
6819,10840,202,2009-1,
6820,10859,289,2012-1,C
6821,10859,200,2012-1,P
6822,10859,73,2012-1,F
6823,10859,158,2012-1,F
6824,10863,157,2008-3,P
6825,10863,81,2009-1,B
6826,10863,128,2009-1,D+
6827,10863,207,2009-1,F
6828,10863,201,2009-1,
6829,10863,162,2009-1,C
6830,10863,180,2009-1,C
6831,10870,80,2010-2,C
6832,10870,96,2011-2,C
6833,10870,91,2009-1,C
6834,10870,197,2009-1,C
6835,10870,202,2009-2,C+
6836,10870,73,2010-1,B+
6837,10870,217,2010-1,A
6838,10870,215,2010-2,D+
6839,10870,97,2011-2,B+
6840,10870,81,2009-1,A-
6841,10870,288,2009-1,A-
6842,10870,271,2009-2,A-
6843,10870,180,2009-2,B
6844,10870,92,2011-1,C
6845,10870,202,2009-1,D
6846,10870,99,2011-2,B+
6847,10870,215,2011-2,C+
6848,10870,272,2009-2,C+
6849,10870,279,2009-2,B+
6850,10889,82,2009-1,C+
6851,10889,202,2009-1,C+
6852,10889,197,2009-1,B+
6853,10889,285,2009-2,D
6854,10889,205,2009-2,B
6855,10889,81,2009-1,C+
6856,10889,180,2009-3,B
6857,10889,162,2009-1,C
6858,10889,296,2009-1,B
6859,10889,163,2009-2,WF
6860,10889,204,2009-2,C
6861,10889,243,2009-2,C
6862,10901,82,2009-1,C+
6863,10901,180,2009-1,C+
6864,10901,197,2009-1,B+
6865,10901,91,2009-2,C+
6866,10901,157,2008-3,P
6867,10901,285,2009-2,WF
6868,10901,205,2009-2,A-
6869,10901,243,2009-2,C+
6870,10901,162,2009-1,C
6871,10901,202,2009-1,A-
6872,10901,163,2009-2,C
6873,10901,81,2009-1,A
6874,10901,83,2009-2,C
6875,10914,271,2009-2,A-
6876,10914,163,2009-2,C+
6877,10914,81,2009-1,D
6878,10914,202,2009-1,F
6879,10914,288,2009-1,B
6880,10914,83,2009-2,WF
6881,10914,272,2009-2,F
6882,10914,162,2009-1,D+
6883,10914,91,2009-2,C+
6884,10914,82,2009-1,D
6885,10914,197,2009-1,D
6886,10925,285,2009-1,D
6887,10925,91,2009-2,D
6888,10925,159,2010-1,C
6889,10925,278,2010-2,B+
6890,10925,269,2010-1,W
6891,10925,209,2010-1,F
6892,10925,268,2011-2,A-
6893,10925,95,2013-1,C+
6894,10925,197,2009-1,F
6895,10925,80,2010-2,F
